Date,Open,High,Low,Close,Adj Close,Volume
1990-01-02,7.34375,7.484375,7.3125,7.484375,3.4127466678619385,5376000
1990-01-03,7.484375,7.53125,7.40625,7.515625,3.4269979000091553,7007200
1990-01-04,7.515625,7.546875,7.4375,7.53125,3.4341230392456055,4132000
1990-01-05,7.5,7.59375,7.453125,7.453125,3.398496389389038,4864000
1990-01-08,7.453125,7.578125,7.4375,7.578125,3.4554953575134277,7173600
1990-01-09,7.578125,7.578125,7.34375,7.34375,3.348626136779785,7431200
1990-01-10,7.359375,7.4375,7.1875,7.234375,3.2987499237060547,8620800
1990-01-11,7.3125,7.359375,7.28125,7.328125,3.3415000438690186,3319200
1990-01-12,7.25,7.296875,7.078125,7.109375,3.241753339767456,8144800
1990-01-15,7.0625,7.140625,7.046875,7.078125,3.2275049686431885,4255200
1990-01-16,7.03125,7.078125,6.96875,7.078125,3.2275049686431885,8056800
1990-01-17,7.0625,7.109375,7.015625,7.015625,3.199005365371704,7482400
1990-01-18,6.96875,7.09375,6.953125,7.078125,3.2275049686431885,4601600
1990-01-19,7.078125,7.1875,7.0625,7.171875,3.270251750946045,5992000
1990-01-22,7.140625,7.15625,6.921875,6.921875,3.1562564373016357,4003200
1990-01-23,7.046875,7.046875,6.875,6.90625,3.149132251739502,6219200
1990-01-24,6.75,6.84375,6.578125,6.78125,3.092134952545166,11744000
1990-01-25,6.734375,6.828125,6.59375,6.625,3.0208866596221924,5124000
1990-01-26,6.625,6.734375,6.4375,6.609375,3.0137624740600586,6485600
1990-01-29,6.6875,6.703125,6.5625,6.609375,3.0137624740600586,4469600
1990-01-30,6.65625,6.671875,6.390625,6.5,2.963888168334961,6475200
1990-01-31,6.53125,6.609375,6.484375,6.546875,2.985262155532837,5142400
1990-02-01,6.78125,6.78125,6.640625,6.671875,3.0422611236572266,5934400
1990-02-02,6.6875,6.875,6.671875,6.828125,3.113508939743042,4728000
1990-02-05,6.796875,6.828125,6.75,6.78125,3.092134952545166,3910400
1990-02-06,6.8125,6.8125,6.65625,6.75,3.0778839588165283,3760800
1990-02-07,6.734375,6.90625,6.671875,6.84375,3.1206328868865967,5452000
1990-02-08,6.921875,7.03125,6.890625,6.96875,3.1776320934295654,8659200
1990-02-09,7.0,7.078125,6.984375,7.015625,3.199005365371704,3249600
1990-02-12,7.03125,7.03125,6.9375,6.96875,3.1776320934295654,2563200
1990-02-13,6.953125,6.953125,6.828125,6.875,3.151276111602783,3593600
1990-02-14,6.90625,6.953125,6.875,6.9375,3.1799240112304688,3696800
1990-02-15,6.90625,7.046875,6.90625,7.046875,3.2300565242767334,3306400
1990-02-16,7.046875,7.046875,6.90625,6.9375,3.1799240112304688,5685600
1990-02-20,6.90625,6.90625,6.6875,6.8125,3.122626543045044,4844000
1990-02-21,6.6875,6.75,6.6875,6.71875,3.079655885696411,5664000
1990-02-22,6.75,6.78125,6.640625,6.640625,3.0438456535339355,3593600
1990-02-23,6.640625,6.65625,6.5,6.515625,2.98654842376709,8368800
1990-02-26,6.5625,6.6875,6.5,6.671875,3.0581696033477783,4156800
1990-02-27,6.6875,6.75,6.65625,6.671875,3.0581696033477783,4815200
1990-02-28,6.640625,6.765625,6.640625,6.703125,3.072492837905884,6101600
1990-03-01,6.734375,6.828125,6.71875,6.75,3.0939786434173584,3040800
1990-03-02,6.8125,6.875,6.765625,6.875,3.151276111602783,4353600
1990-03-05,6.875,6.9375,6.765625,6.765625,3.1011440753936768,4536000
1990-03-06,6.796875,6.921875,6.796875,6.90625,3.1655993461608887,4117600
1990-03-07,6.96875,6.96875,6.875,6.90625,3.1655993461608887,3157600
1990-03-08,6.96875,7.0,6.921875,6.984375,3.201409101486206,3329600
1990-03-09,6.953125,6.96875,6.90625,6.953125,3.187084913253784,3087200
1990-03-12,6.90625,6.9375,6.828125,6.921875,3.1727585792541504,2899200
1990-03-13,6.90625,6.921875,6.78125,6.796875,3.1154654026031494,3235200
1990-03-14,6.828125,6.90625,6.8125,6.890625,3.1584348678588867,4241600
1990-03-15,6.90625,7.15625,6.875,7.109375,3.2587051391601562,8206400
1990-03-16,7.140625,7.1875,7.09375,7.15625,3.2801904678344727,13574400
1990-03-19,7.078125,7.15625,7.078125,7.125,3.265866279602051,4110400
1990-03-20,7.125,7.125,7.015625,7.046875,3.2300565242767334,4452800
1990-03-21,7.015625,7.09375,6.984375,6.984375,3.201409101486206,2240000
1990-03-22,7.015625,7.046875,6.828125,6.859375,3.1441118717193604,4945600
1990-03-23,6.90625,6.984375,6.875,6.96875,3.194247007369995,3143200
1990-03-26,6.984375,7.03125,6.96875,6.984375,3.201409101486206,3404000
1990-03-27,6.984375,7.1875,6.9375,7.140625,3.273029327392578,3596000
1990-03-28,7.171875,7.1875,7.09375,7.140625,3.273029327392578,2716000
1990-03-29,7.140625,7.15625,7.0625,7.078125,3.244381904602051,4065600
1990-03-30,7.09375,7.09375,7.0,7.015625,3.2157325744628906,3392800
1990-04-02,6.96875,7.03125,6.9375,7.015625,3.2157325744628906,3212000
1990-04-03,7.046875,7.21875,7.015625,7.203125,3.301676034927368,4440800
1990-04-04,7.234375,7.296875,7.0625,7.09375,3.2515416145324707,5109600
1990-04-05,7.171875,7.234375,7.125,7.140625,3.273029327392578,5328000
1990-04-06,7.171875,7.1875,7.015625,7.140625,3.273029327392578,3004000
1990-04-09,7.140625,7.296875,7.125,7.265625,3.330325126647949,4144000
1990-04-10,7.1875,7.296875,7.171875,7.265625,3.330325126647949,3089600
1990-04-11,7.3125,7.375,7.28125,7.28125,3.3374874591827393,3565600
1990-04-12,7.203125,7.328125,7.171875,7.328125,3.3589718341827393,7604800
1990-04-16,7.40625,7.421875,7.28125,7.296875,3.3446478843688965,4822400
1990-04-17,7.25,7.421875,7.234375,7.390625,3.387620449066162,4045600
1990-04-18,7.375,7.40625,7.296875,7.328125,3.3589718341827393,5266400
1990-04-19,7.1875,7.328125,7.1875,7.265625,3.330325126647949,4676000
1990-04-20,7.296875,7.3125,7.21875,7.28125,3.3374874591827393,8176800
1990-04-23,7.28125,7.28125,7.125,7.140625,3.273029327392578,4032000
1990-04-24,7.171875,7.203125,7.046875,7.078125,3.244381904602051,4395200
1990-04-25,7.09375,7.140625,7.03125,7.0625,3.237218141555786,5257600
1990-04-26,7.09375,7.15625,7.03125,7.140625,3.273029327392578,4712000
1990-04-27,7.15625,7.1875,7.0,7.046875,3.2300565242767334,4312000
1990-04-30,7.0,7.078125,6.953125,7.078125,3.244381904602051,5119200
1990-05-01,7.125,7.203125,7.09375,7.15625,3.2801904678344727,4491200
1990-05-02,7.140625,7.28125,7.125,7.28125,3.3374874591827393,4460000
1990-05-03,7.296875,7.34375,7.234375,7.25,3.3231618404388428,5130400
1990-05-04,7.34375,7.390625,7.265625,7.375,3.380457878112793,4731200
1990-05-07,7.375,7.4375,7.34375,7.421875,3.401944160461426,3360000
1990-05-08,7.4375,7.4375,7.375,7.40625,3.394782066345215,3875200
1990-05-09,7.390625,7.421875,7.28125,7.296875,3.3446478843688965,6946400
1990-05-10,7.328125,7.390625,7.28125,7.34375,3.366135597229004,5289600
1990-05-11,7.390625,7.53125,7.34375,7.5,3.4377541542053223,11144800
1990-05-14,7.5,7.65625,7.5,7.578125,3.4735636711120605,10726400
1990-05-15,7.578125,7.640625,7.53125,7.625,3.4950504302978516,4568800
1990-05-16,7.625,7.65625,7.515625,7.609375,3.507436752319336,5828800
1990-05-17,7.625,7.6875,7.59375,7.65625,3.529046058654785,5177600
1990-05-18,7.65625,7.65625,7.546875,7.59375,3.5002341270446777,7778400
1990-05-21,7.578125,7.734375,7.5625,7.71875,3.557854652404785,5252800
1990-05-22,7.75,7.828125,7.65625,7.765625,3.5794591903686523,8048000
1990-05-23,7.765625,7.796875,7.703125,7.78125,3.586660861968994,4568000
1990-05-24,7.8125,7.9375,7.75,7.9375,3.658684253692627,7586400
1990-05-25,7.875,7.890625,7.8125,7.828125,3.608266592025757,4137600
1990-05-29,7.875,7.984375,7.84375,7.96875,3.6730871200561523,4101600
1990-05-30,8.0,8.046875,7.9375,8.015625,3.6946935653686523,5363200
1990-05-31,7.984375,8.015625,7.96875,7.984375,3.6802892684936523,4316800
1990-06-01,8.0625,8.0625,7.96875,8.03125,3.7018938064575195,3874400
1990-06-04,8.03125,8.15625,7.96875,8.140625,3.752310037612915,4662400
1990-06-05,8.15625,8.21875,8.140625,8.15625,3.759511709213257,7432800
1990-06-06,8.125,8.140625,8.03125,8.078125,3.7235004901885986,5090400
1990-06-07,8.0625,8.09375,8.0,8.03125,3.7018938064575195,4103200
1990-06-08,8.03125,8.046875,7.859375,7.875,3.629873514175415,3192800
1990-06-11,7.890625,8.0,7.890625,8.0,3.687490224838257,4662400
1990-06-12,8.03125,8.125,7.921875,8.125,3.7451066970825195,6276800
1990-06-13,8.125,8.15625,8.046875,8.09375,3.730703115463257,4232000
1990-06-14,8.0625,8.0625,7.984375,7.984375,3.6802892684936523,3385600
1990-06-15,7.9375,8.046875,7.921875,8.046875,3.7090981006622314,11009600
1990-06-18,8.0,8.015625,7.90625,7.921875,3.6514804363250732,3864800
1990-06-19,7.90625,7.984375,7.90625,7.96875,3.6730871200561523,4208800
1990-06-20,8.015625,8.140625,7.984375,8.078125,3.7235004901885986,5956000
1990-06-21,8.140625,8.390625,8.125,8.328125,3.838735342025757,7876800
1990-06-22,8.359375,8.40625,8.171875,8.171875,3.7667131423950195,5196800
1990-06-25,8.1875,8.25,8.0625,8.09375,3.730703115463257,3591200
1990-06-26,8.21875,8.234375,8.109375,8.109375,3.7379066944122314,5017600
1990-06-27,8.140625,8.34375,8.140625,8.328125,3.838735342025757,4943200
1990-06-28,8.34375,8.515625,8.34375,8.484375,3.910757303237915,5012800
1990-06-29,8.484375,8.53125,8.390625,8.46875,3.903555154800415,4847200
1990-07-02,8.46875,8.703125,8.4375,8.703125,4.011588096618652,3276000
1990-07-03,8.734375,8.734375,8.65625,8.65625,3.989978313446045,4078400
1990-07-05,8.65625,8.671875,8.484375,8.546875,3.9395649433135986,3448000
1990-07-06,8.5,8.65625,8.484375,8.609375,3.968374729156494,3203200
1990-07-09,8.625,8.625,8.53125,8.546875,3.9395649433135986,4348800
1990-07-10,8.546875,8.5625,8.46875,8.5,3.9179606437683105,2674400
1990-07-11,8.5625,8.78125,8.53125,8.703125,4.011588096618652,4808000
1990-07-12,8.75,8.859375,8.6875,8.859375,4.083611011505127,5823200
1990-07-13,8.875,8.984375,8.8125,8.8125,4.062002658843994,5689600
1990-07-16,8.875,8.9375,8.828125,8.859375,4.083611011505127,4823200
1990-07-17,8.921875,8.921875,8.765625,8.890625,4.098012924194336,4767200
1990-07-18,8.890625,8.96875,8.84375,8.921875,4.112417697906494,5471200
1990-07-19,8.875,9.09375,8.875,9.09375,4.1916399002075195,5739200
1990-07-20,9.078125,9.265625,9.0625,9.125,4.206042289733887,9755200
1990-07-23,9.0,9.03125,8.65625,8.875,4.090810775756836,10388800
1990-07-24,8.9375,9.0,8.8125,9.0,4.148427963256836,8861600
1990-07-25,9.0,9.1875,9.0,9.15625,4.220448017120361,6392800
1990-07-26,9.140625,9.234375,9.109375,9.171875,4.227650165557861,6127200
1990-07-27,9.15625,9.171875,9.015625,9.046875,4.170034885406494,3821600
1990-07-30,8.984375,9.015625,8.828125,8.953125,4.126820087432861,6620000
1990-07-31,8.953125,8.96875,8.796875,8.828125,4.069206237792969,5901600
1990-08-01,8.796875,8.84375,8.734375,8.8125,4.062002658843994,5189600
1990-08-02,8.625,8.6875,8.5625,8.59375,3.961171865463257,8441600
1990-08-03,8.53125,8.53125,8.046875,8.40625,3.8747479915618896,14180800
1990-08-06,7.9375,8.109375,7.875,8.0,3.687490224838257,10750400
1990-08-07,8.1875,8.21875,8.046875,8.15625,3.759511709213257,9803200
1990-08-08,8.21875,8.484375,8.171875,8.390625,3.867544174194336,9247200
1990-08-09,8.40625,8.453125,8.328125,8.359375,3.8531413078308105,5516000
1990-08-10,8.4375,8.4375,8.125,8.265625,3.809926748275757,4776800
1990-08-13,8.171875,8.421875,8.15625,8.421875,3.8819479942321777,4969600
1990-08-14,8.375,8.515625,8.328125,8.453125,3.8963546752929688,8891200
1990-08-15,8.5625,8.671875,8.515625,8.546875,3.959473133087158,7431200
1990-08-16,8.5,8.515625,8.359375,8.359375,3.8726096153259277,7285600
1990-08-17,8.28125,8.375,8.015625,8.234375,3.81469988822937,12459200
1990-08-20,8.21875,8.3125,8.109375,8.125,3.764033317565918,3236000
1990-08-21,7.96875,8.09375,7.78125,7.984375,3.6988863945007324,9757600
1990-08-22,8.0625,8.125,7.796875,7.84375,3.6337385177612305,6157600
1990-08-23,7.5625,7.71875,7.5,7.609375,3.525160789489746,11455200
1990-08-24,7.78125,7.8125,7.59375,7.75,3.5903069972991943,6520800
1990-08-27,8.0625,8.125,8.0,8.078125,3.742316484451294,5811200
1990-08-28,8.0625,8.203125,8.03125,8.09375,3.7495572566986084,3990400
1990-08-29,8.03125,8.3125,8.03125,8.25,3.821939468383789,4747200
1990-08-30,8.265625,8.296875,8.109375,8.140625,3.771270990371704,4908000
1990-08-31,8.15625,8.203125,8.0625,8.203125,3.800224542617798,2900000
1990-09-04,8.078125,8.265625,8.0625,8.265625,3.8291783332824707,4356800
1990-09-05,8.296875,8.34375,8.21875,8.265625,3.8291783332824707,7383200
1990-09-06,8.21875,8.21875,8.0,8.09375,3.7495572566986084,6010400
1990-09-07,8.09375,8.203125,8.0625,8.203125,3.800224542617798,5562400
1990-09-10,8.25,8.265625,8.09375,8.15625,3.7785089015960693,5242400
1990-09-11,8.1875,8.1875,8.09375,8.125,3.764033317565918,3495200
1990-09-12,8.171875,8.171875,8.09375,8.125,3.764033317565918,3488000
1990-09-13,8.09375,8.109375,7.921875,7.953125,3.6844100952148438,3576000
1990-09-14,7.9375,7.96875,7.875,7.96875,3.6916470527648926,4472800
1990-09-17,7.953125,8.078125,7.90625,8.015625,3.713364839553833,4462400
1990-09-18,7.953125,8.109375,7.875,8.09375,3.7495572566986084,5864000
1990-09-19,8.125,8.140625,8.0,8.0,3.7061233520507812,4037600
1990-09-20,7.9375,7.9375,7.78125,7.78125,3.604785442352295,5051200
1990-09-21,7.765625,7.84375,7.703125,7.8125,3.619263172149658,9148000
1990-09-24,7.65625,7.75,7.5625,7.671875,3.5541152954101562,5802400
1990-09-25,7.6875,7.875,7.65625,7.875,3.6482155323028564,5964000
1990-09-26,7.828125,7.890625,7.734375,7.84375,3.6337385177612305,6797600
1990-09-27,7.921875,7.953125,7.75,7.796875,3.612020969390869,5434400
1990-09-28,7.625,7.90625,7.609375,7.90625,3.6626923084259033,6589600
1990-10-01,8.0,8.265625,7.96875,8.234375,3.81469988822937,9763200
1990-10-02,8.359375,8.46875,8.296875,8.296875,3.843655824661255,8303200
1990-10-03,8.265625,8.328125,8.109375,8.171875,3.7857489585876465,4655200
1990-10-04,8.171875,8.234375,8.09375,8.1875,3.792987108230591,4417600
1990-10-05,8.0,8.28125,8.0,8.1875,3.792987108230591,6472800
1990-10-08,8.25,8.3125,8.21875,8.3125,3.850896120071411,3103200
1990-10-09,8.25,8.3125,8.140625,8.140625,3.771270990371704,5401600
1990-10-10,8.0625,8.15625,8.015625,8.0625,3.735077381134033,5980800
1990-10-11,8.046875,8.078125,7.921875,7.921875,3.669930934906006,6046400
1990-10-12,7.953125,8.0625,7.921875,8.03125,3.7206013202667236,5668800
1990-10-15,8.09375,8.265625,8.015625,8.171875,3.7857489585876465,6057600
1990-10-16,8.21875,8.234375,8.078125,8.09375,3.7495572566986084,4399200
